id,price,price_display,frequency,property_type,bedrooms,bathrooms,address,summary,property_url,contact_url,branch,branch_id,added_or_reduced,first_visible_date,let_type,postcode,search_date,letting_details,property_size_sqft,property_size_sqm,scraping_success,scraping_error,coordinates,distance_to_center_km,price_score,location_score,size_score,overall_score
167746622,300,"£1,300 pcm",weekly,Flat,1,1.0,"Elm Grove, Cricklewood","This one bedroom top floor period conversion is ideally situated close to local amenities and transport links. The property has a double bedroom, a bright reception, a separate kitchen and a tiled bathroom with bath and shower.",https://www.rightmove.co.uk/properties/167746622#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167746622,"Dexters, Cricklewood",72541,Added on 03/10/2025,2025-10-03T09:30:41Z,,,2025-10-15T18:49:56.802806,"{'let available date': 'Ask agent', 'deposit': '£1,500', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Part furnished', 'council tax': 'Ask agent'}",352.7,32.8,True,,,,100.0,0.0,32.8,46.56
87315885,1500,"£1,500 pcm",monthly,Apartment,1,1.0,"Grove Place, Eltham, London, SE9",Modern spacious one bedroom apartment in newly constructed portered development in prime Eltham location ,https://www.rightmove.co.uk/properties/87315885#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=87315885,"jdm, Greenwich",250727,Added yesterday,2025-10-14T15:49:51Z,,SE9,2025-10-15T18:49:28.011667,"{'let available date': '20/10/2025', 'deposit': '£1,730', 'min. tenancy': '12 months', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",673.0,63.0,True,,,,77.77777777777779,0.0,63.0,43.71
165931457,1450,"£1,450 pcm",monthly,Flat,1,1.0,"Burford Gardens, Palmers Green, N13","SPACIOUS FULLY FURNISHED ONE BED FLAT TO RENT OFF FOX LANE N13. A one double bedroom first floor converted flat located off Fox Lane within easy walking distance of Palmers Green's shops, restaurants and mainline station into Moorgate. Southgate tube station is also a short bus ride awa...",https://www.rightmove.co.uk/properties/165931457#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=165931457,"Anthony Webb Estate Agents, Palmers Green",9316,Reduced on 26/09/2025,2025-08-19T09:34:42Z,,N13,2025-10-15T18:50:04.125793,"{'let available date': 'Now', 'deposit': '£1,673', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",635.0,59.0,True,,,,78.88888888888889,0.0,59.0,43.36
87294834,1350,"£1,350 pcm",monthly,Ground Flat,1,,Enterprise Court,"base rent: £1350, deposit: £1557.69, additional rent for pets: £50, number of bedrooms: 1, size: 386.4 sq ft, apartment type: ground floor, all pets allowed, heating type: gas, fully integrated kitchen, unfurnished, stove: induction, dishwasher, open pla…",https://www.rightmove.co.uk/properties/87294834#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=87294834,"Akelius Residential Ltd, London",102505,Added yesterday,2025-10-14T11:15:00Z,,,2025-10-15T18:49:30.583882,"{'let available date': '01/11/2025', 'deposit': '£1,557', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",386.0,36.0,True,,"(51.415171, -0.7652633)",45.50672721207369,81.11111111111111,8.986545575852617,36.0,43.24
167847509,1500,"£1,500 pcm",monthly,House,1,1.0,"The Club House, 
65 Richmond Road, TW1",A second floor one bedroom apartment ideally located on a highly sought after Road in Twickenham less than 10 minutes’ walk to Twickenham Station.,https://www.rightmove.co.uk/properties/167847509#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167847509,"Chestertons, Richmond Lettings",148955,Added on 06/10/2025,2025-10-06T12:00:37Z,,TW1,2025-10-15T18:49:51.505914,"{'let available date': '15/12/2025', 'deposit': '£1,731', 'min. tenancy': '12 months', 'let type': 'Long term', 'furnish type': 'Furnished or unfurnished, landlord is flexible', 'council tax': 'Ask agent'}",649.0,60.0,True,,,,77.77777777777779,0.0,60.0,43.11
161032610,1300,"£1,300 pcm",monthly,Ground Flat,1,1.0,"Boscombe Gardens, London, SW16","Spacious 1-Bedroom Garden Flat - Streatham, SW16 A rare find! This bright and generously sized 1-bedroom ground floor flat",https://www.rightmove.co.uk/properties/161032610#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=161032610,"ROCKWELL GREEN PROPERTIES LIMITED, London",288347,Added on 24/04/2025,2025-04-24T14:18:52Z,,SW16,2025-10-15T18:50:21.311040,"{'let available date': 'Ask agent', 'deposit': '£1,300', 'min. tenancy': '6 months', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",500.0,46.0,True,,,,82.22222222222221,0.0,46.0,42.09
166712321,1350,"£1,350 pcm",monthly,Flat,1,1.0,"Tavernelle House, High Street, Sutton SM1",Modern 1 Bed Apartment with Private Balcony in Desirable Sutton Location,https://www.rightmove.co.uk/properties/166712321#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=166712321,"Complete Prime Residential Ltd, London",53946,Reduced on 08/10/2025,2025-09-08T11:32:46Z,,SM1,2025-10-15T18:49:46.492445,"{'let available date': 'Now', 'deposit': '£1,558', 'min. tenancy': '12 months', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",506.0,47.0,True,,,,81.11111111111111,0.0,47.0,41.84
167272187,1450,"£1,450 pcm",monthly,Apartment,1,1.0,"Oliver Court, Isleworth","Available Beginning of November is this first floor, one double bedroom apartment which provides contemporary accommodation and benefits from the following: spacious lounge, separate kitchen with appliances, shower room, allocated parking and ample storage space. ",https://www.rightmove.co.uk/properties/167272187#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167272187,"Xavi & Co, Brentford",88636,Added on 22/09/2025,2025-09-22T15:46:21Z,,,2025-10-15T18:50:09.284954,"{'let available date': '03/11/2025', 'deposit': '£1,673', 'min. tenancy': '12 months', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",538.0,50.0,True,,,,78.88888888888889,0.0,50.0,41.56
168197408,1400,"£1,400 pcm",monthly,Apartment,1,1.0,"Dutton House, Abbey Wood","Situated on the fifth floor of Dutton House, this one bedroom apartment offers far-reaching views, a private balcony, and the added benefit of allocated parking. The layout includes a double bedroom, an open plan living and kitchen area, and a bathroom, making it a practical and comforta...",https://www.rightmove.co.uk/properties/168197408#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168197408,"Hunters, Abbeywood London",62489,Added today,2025-10-15T12:15:58Z,,,2025-10-15T18:49:25.586919,"{'let available date': 'Now', 'deposit': '£1,615', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Ask agent', 'council tax': 'Ask agent'}",505.0,47.0,True,,,,80.0,0.0,47.0,41.4
168180629,1450,"£1,450 pcm",monthly,Flat,1,,"New Horizons Court, London, TW8",Quick Access to Central London & Heathrow - WIFI Included - Bright Interiors - Communal Courtyards - Pet Friendly - On-Site Parking - Modern Kitchens,https://www.rightmove.co.uk/properties/168180629#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168180629,"Vonder, Vonder",79578,Added yesterday,2025-10-14T01:56:33Z,,TW8,2025-10-15T18:49:33.363188,"{'let available date': 'Now', 'deposit': 'Ask agent', 'min. tenancy': '12 months', 'let type': 'Long term', 'furnish type': 'Furnished or unfurnished, landlord is flexible', 'council tax': 'Ask agent'}",504.0,47.0,True,,,,78.88888888888889,0.0,47.0,40.96
87324111,1400,"£1,400 pcm",monthly,Flat,1,1.0,"The Spinney, Granville Road, London","*AVAILABLE NOW* *FURNISHED* One Bedroom Ground Floor Flat - West Finchley, N12 Located on the sought-after Granville Road, this charming ground floor flat offers the perfect balance of comfort and convenience.",https://www.rightmove.co.uk/properties/87324111#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=87324111,"James Kei London, London",79893,Added on 03/10/2025,2025-10-14T17:43:36Z,,,2025-10-15T18:49:56.802754,"{'let available date': 'Now', 'deposit': 'Ask agent', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",463.0,43.0,True,,,,80.0,0.0,43.0,40.6
168018077,1400,"£1,400 pcm",monthly,Flat,1,1.0,"Baildon Street, London, SE8","Contemporary one bedroom flat within a unique development, well-located for all local amenities and transport links. Comprising of wooden flooring, gas central heating and double glazing. Also benefiting from a separate kitchen, modern shower suite, one double bedroom with built-in wardrobe and ...",https://www.rightmove.co.uk/properties/168018077#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168018077,"Keatons, Deptford",2915,Reduced on 13/10/2025,2025-10-09T10:20:03Z,,SE8,2025-10-15T18:49:35.769206,"{'let available date': 'Now', 'deposit': '£1,615', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",449.0,42.0,True,,,,80.0,0.0,42.0,40.4
167358197,1450,"£1,450 pcm",monthly,Flat,1,1.0,"Azalea Court, Azalea Close, Hanwell, W7","A newly decorated one bedroom flat situated on the second floor of this popular & well maintained purpose built block. The property consists of a spacious reception, a separate eat in fitted kitchen with washing machine, one double bedroom and a bathroom with bath and shower over. The flat...",https://www.rightmove.co.uk/properties/167358197#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167358197,"Doyle Sales & Lettings, Hanwell",91000,Added on 24/09/2025,2025-09-24T12:05:41Z,,W7,2025-10-15T18:50:06.850856,"{'let available date': '08/11/2026', 'deposit': 'Ask agent', 'min. tenancy': '12 months', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",471.0,44.0,True,,,,78.88888888888889,0.0,44.0,40.36
60747017,1500,"£1,500 pcm",monthly,Flat,1,1.0,"Windermere Road, London, N19","A well-proportioned one double-bedroom apartment, situated on the lower ground floor of a development on Windermere Road. Benefiting from a separate lounge and kitchen, central gas heating, double glazing, and a communal garden. Close to Archway tube station. Available 2nd January 2026",https://www.rightmove.co.uk/properties/60747017#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=60747017,"CP Papas Property Centre, London",78719,Added today,2016-07-20T14:58:54Z,,N19,2025-10-15T18:49:25.586943,"{'let available date': '02/01/2026', 'deposit': 'Ask agent', 'min. tenancy': '12 months', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",474.0,44.0,True,,,,77.77777777777779,0.0,44.0,39.91
153223805,1425,"£1,425 pcm",monthly,Flat,1,1.0,"Wells Court, Longfield Drive, CR4","Situated an effortless stroll (5 minutes walk) away from a range of local amenities (including shops, gyms, supermarkets, cafes and restaurants) and a plethora of transport links (within 10 minutes walk) including range of bus routes and Colliers Wood Underground Station (Northern Line).This flat...",https://www.rightmove.co.uk/properties/153223805#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=153223805,"Rentals And Sales, Wimbledon",50366,Reduced on 08/10/2025,2024-10-01T15:55:02Z,,CR4,2025-10-15T18:49:46.492461,"{'let available date': 'Now', 'deposit': '£1,644', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Part furnished', 'council tax': 'Ask agent'}",431.0,40.0,True,,,,79.44444444444444,0.0,40.0,39.78
95816894,1450,"£1,450 pcm",monthly,Apartment,1,1.0,"Pullman Court, Streatham Hill, London, SW2","A one bedroom purpose built flat in a Grade II listed modernist block on Streatham Hill. The property benefits from having new secondary glazing, new electrical heaters and is ideally placed for easy access to Brixton, Balham, Clapham and Tulse Hill.",https://www.rightmove.co.uk/properties/95816894#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=95816894,"Winkworth, Streatham",34334,Added today,2020-08-07T22:10:43Z,,SW2,2025-10-15T18:49:25.586929,"{'let available date': '17/12/2025', 'deposit': '£0', 'min. tenancy': '12 months', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",442.0,41.0,True,,,,78.88888888888889,0.0,41.0,39.76
167553827,1500,"£1,500 pcm",monthly,Apartment,1,1.0,Brentford High Street Location,"Available in October is this furnished one double bedroom apartment located close to Brentford High Street,shops and transport links.Benefits includes, lounge/diner, external drying area, gas central heating, ample storage, communal gardens, modern fitted kitchen, bathroom and access to Syon Park.",https://www.rightmove.co.uk/properties/167553827#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167553827,"Xavi & Co, Brentford",88636,Added on 29/09/2025,2025-09-29T12:16:05Z,,,2025-10-15T18:50:04.125764,"{'let available date': 'Now', 'deposit': '£1,730', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",463.0,43.0,True,,,,77.77777777777779,0.0,43.0,39.71
168102197,1500,"£1,500 pcm",monthly,Flat,1,1.0,"Dairyman Close, Cricklewood, NW2","This one's for you if... You’ve always wanted a home that feels open, bright, and easy to live in. Clean, neutral interiors keep things modern and fresh, while the layout flows in a way that makes working from home simple—whether that’s at your desk or out in the com...",https://www.rightmove.co.uk/properties/168102197#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168102197,"Paramount, London - Lettings",62636,Added on 10/10/2025,2025-10-10T17:14:29Z,,NW2,2025-10-15T18:49:38.504345,"{'let available date': '17/11/2025', 'deposit': '£1,730', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Part furnished', 'council tax': 'Ask agent'}",463.0,43.0,True,,,,77.77777777777779,0.0,43.0,39.71
167159576,1500,"£1,500 pcm",monthly,Flat,1,1.0,"Corbyn Street, London, N4",A spacious one-bedroom garden flat to rent. The property is located close to amenities of Stroud Green and excellent transport links including Finsbury Park Tube.,https://www.rightmove.co.uk/properties/167159576#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167159576,"Kinleigh Folkard & Hayward - Lettings, Crouch End",55432,Added on 18/09/2025,2025-09-18T16:33:33Z,,N4,2025-10-15T18:50:09.284994,"{'let available date': 'Now', 'deposit': '£0', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",370.0,34.0,True,,,,77.77777777777779,0.0,34.0,37.91
167745617,1500,"£1,500 pcm",monthly,Flat,1,1.0,"Westgate House, Ealing, W5","We are pleased to present this modern studio apartment in the sought-after West Gate development in Ealing, W5. The apartment offers a bright open-plan living area, a contemporary fitted kitchen with integrated appliances, a comfortable double bedroom space, and a stylish b...",https://www.rightmove.co.uk/properties/167745617#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167745617,"Holland Properties, London",36516,Reduced today,2025-10-03T09:19:51Z,,W5,2025-10-15T18:49:23.151621,"{'let available date': '12/11/2025', 'deposit': '£1,730', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",365.0,34.0,True,,,,77.77777777777779,0.0,34.0,37.91
168138026,1495,"£1,495 pcm",monthly,Flat,1,1.0,Flat 2 12 Argyle Road,"base rent: £1495, deposit: £1725, number of bedrooms: 1, size: 351 sq ft, apartment type: lower ground, , heating type: electric, furniture options available at additional costs, stove: induction, open plan kitchen, washer dryer, number of bathrooms: 1, …",https://www.rightmove.co.uk/properties/168138026#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168138026,"Akelius Residential Ltd, London",102505,Added on 13/10/2025,2025-10-13T09:48:10Z,,,2025-10-15T18:49:35.769209,"{'let available date': '18/11/2025', 'deposit': '£1,725', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Ask agent', 'council tax': 'Ask agent'}",351.0,33.0,True,,,,77.88888888888889,0.0,33.0,37.76
165662927,1350,"£1,350 pcm",monthly,Flat,1,1.0,"Fordwych Road, Cricklewood, NW2","This one's for you if... You’re after a home that feels like a cosy retreat, spacious, cosy, and full of light. You don’t need flashy or ultra-modern, but it has to feel bright, comfortable, and have plenty of room to store all your bits without compromising on space. Most...",https://www.rightmove.co.uk/properties/165662927#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=165662927,"Paramount, London - Lettings",62636,Reduced on 15/09/2025,2025-08-12T15:35:17Z,,NW2,2025-10-15T18:49:56.802630,"{'let available date': 'Now', 'deposit': '£1,557', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Part furnished', 'council tax': 'Ask agent'}",223.0,21.0,True,,,,81.11111111111111,0.0,21.0,36.64
162180857,1350,"£1,350 pcm",monthly,Flat,1,1.0,"Lascotts Road, Wood Green","P M Estatesare delighted to present this newly refurbished and spacious one-bedroom self-contained Victorian converted flat. This charming residence is conveniently situated just off Green Lanes,",https://www.rightmove.co.uk/properties/162180857#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=162180857,"Peter Michael Estates & Lettings, London",25176,Reduced on 30/09/2025,2025-05-20T12:16:52Z,,,2025-10-15T18:50:01.586695,"{'let available date': 'Now', 'deposit': 'Ask agent', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished or unfurnished, landlord is flexible', 'council tax': 'Ask agent'}",140.0,13.0,True,,,,81.11111111111111,0.0,13.0,35.04
